Company,Email,Primary Phone,Phone,Mobile,Website,Domestic Nondomestic,Counties Covered,County Count,Priority Score,Outreach Status,First Email Sent,Follow-up Date,Reply Status,Notes
OFE Solar & EV,info@ofesolarev.ie,871183680,,871183680,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,85,Not contacted,,,,
ONENERGY RENEWABLES LIMITED,onenergyoffice@gmail.com,085 833 4244,,085 833 4244,,Both,"Carlow, Cavan, Clare, Dublin, Galway, Kildare, Kilkenny, Leitrim, Limerick, Longford, Louth, Mayo, Meath, Offaly, Roscommon, Tipperary, Waterford, Westmeath, Wicklow",19,85,Not contacted,,,,
Oliver Mullen Electrical Contractor Ltd,info@electricalcontractors.ie,866044582,,866044582,,Both,"Clare, Galway, Leitrim, Mayo, Roscommon, Sligo",6,85,Not contacted,,,,
Penrose Electrical Ltd,penroseelectrical@hotmail.com,086 8929447,,086 8929447,,Both,"Carlow, Cavan, Clare, Cork, Donegal, Dublin, Galway, Kerry, Kildare, Kilkenny, Laois, Leitrim, Limerick, Longford, Louth, Mayo, Meath, Monaghan, Offaly, Roscommon, Sligo, Tipperary, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
Peter Burke Electrical Limited,peter@pbe.ie,876789596,,876789596,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
Phasor Maintenance,maurice@phasor.ie,871768274,,871768274,,Both,"Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wexford, Wicklow",26,85,Not contacted,,,,
Planet Blue Energy Ireland ltd,gerard.okeeffe@planetblueenergy.com,+353 86 249 2401,,+353 86 249 2401,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,85,Not contacted,,,,
Premier Energy,realmenergysolutions@gmail.com,+353 87 172 2875,+353 87 172 2875,,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,85,Not contacted,,,,
ProWatt,info@prowattelectrical.ie,087 3308088,,087 3308088,,Both,"Dublin, Kildare, Meath, Westmeath, Wicklow",5,85,Not contacted,,,,
QMAC Contracting Ltd T/A QMAC Electrical & Energy Solutions,Andy@Qmacgroup.com,874299255,,874299255,,Both,"Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,85,Not contacted,,,,
R Fitzgerald Electrical Services Ltd,info@fitzgerald-electrical.com,085 844 2526,,085 844 2526,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,85,Not contacted,,,,
RER Electrical,ray@rerelectrical.ie,838127736,,838127736,,Both,"Sligo, Westmeath, Offaly, Monaghan, Meath, Louth, Longford, Laois, Leitrim, Kildare, Dublin, Donegal, Cavan",13,85,Not contacted,,,,
RJ SOLAR ENERGY LTD,info@rjsolarenergy.net,851621046,,851621046,,Domestic,"Dublin, Galway, Kerry, Kildare, Tipperary, Offaly, Longford, Limerick, Cork, Clare, Waterford, Wexford",12,85,Not contacted,,,,
RL Solar Solutions Ltd - Barrow Solar,brian@barrowsolar.ie,871302330,,871302330,,Both,"Wexford, Waterford, Tipperary, Laois, Kilkenny, Kildare, Dublin, Carlow, Wicklow",9,85,Not contacted,,,,
ROL Testing Limited  T/A ROL Group,richard.olone@rolgroup.ie,852274662,3332423111,852274662,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,85,Not contacted,,,,
RTG Electrics,Raymulvany@gmail.com,+353 87 478 7415,,+353 87 478 7415,,Both,"Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wexford, Wicklow",26,85,Not contacted,,,,
Raymond Carolan Electrical Limited,secretary.rceltd@gmail.com,+353 86 873 5126,,+353 86 873 5126,,Both,"Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wexford, Wicklow",26,85,Not contacted,,,,
Real Solar Limited,gavin@realpv.ie,871481291,,871481291,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,85,Not contacted,,,,
Red Electrical Engineering Ltd,info@redelectricaleng.com,852577429,,852577429,,Domestic,"Wicklow, Wexford, Meath, Kildare, Dublin",5,85,Not contacted,,,,
Renehan Electrical,renehanelectrical@gmail.com,+353 87 287 3686,,+353 87 287 3686,,Domestic,"Meath, Louth, Longford, Dublin, Kildare, Cavan, Westmeath",7,85,Not contacted,,,,
Ronan McGrath Electrical,mcgrathelectrical9@gmail.com,085 2357881,,085 2357881,,Both,"Carlow, Cavan, Clare, Cork, Donegal, Dublin, Galway, Kerry, Kildare, Kilkenny, Laois, Leitrim, Limerick, Longford, Louth, Mayo, Meath, Monaghan, Offaly, Roscommon, Sligo, Tipperary, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
Rosa Electrical Ltd,Rossq656@gmail.com,851422211,,851422211,,Both,"Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wexford, Wicklow",26,85,Not contacted,,,,
Rosehill Renewables Ltd,rosehillrenewables@gmail.com,086 8680053,,086 8680053,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,85,Not contacted,,,,
Roslem Solar Energies T/A David Connellan Electrical,roslemsolar@gmail.com,086 453 4682,,086 453 4682,,Both,"Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,85,Not contacted,,,,
SB Electrical,info@sbelectrical.ie,086 7227072,,086 7227072,,Both,"Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wexford, Wicklow",26,85,Not contacted,,,,
SGE Developments Limited,dowlingshane370@gmail.com,+353 87 331 8605,,+353 87 331 8605,,Domestic,"Wicklow, Wexford, Tipperary, Offaly, Meath, Louth, Limerick, Laois, Kildare, Dublin, Clare",11,85,Not contacted,,,,
SOLARspan,sharnett@solarspan.ie,872926612,,872926612,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
SP Energy,info@spenergy.ie,085 159 7551,1800 991 122,085 159 7551,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Roscommon, Sligo, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,85,Not contacted,,,,
SPV Energy,sales@spvenergy.ie,087 7824799,,087 7824799,,Both,"Wicklow, Westmeath, Roscommon, Offaly, Monaghan, Meath, Louth, Longford, Leitrim, Laois, Kildare, Dublin, Cavan",13,85,Not contacted,,,,
SSP Electrical Limited,sspelectriccalltd@outlook.com,863473655,,863473655,,Both,"Carlow, Cavan, Clare, Cork, Donegal, Dublin, Galway, Kerry, Kildare, Kilkenny, Laois, Leitrim, Limerick, Longford, Louth, Mayo, Meath, Monaghan, Offaly, Roscommon, Sligo, Tipperary, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
Sean Gallagher,seangallagher92@gmail.com,851658841,,851658841,,Both,"Carlow, Cavan, Clare, Cork, Donegal, Dublin, Galway, Kerry, Kildare, Kilkenny, Laois, Leitrim, Limerick, Longford, Louth, Mayo, Meath, Monaghan, Offaly, Roscommon, Sligo, Tipperary, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
Sean Hardiman Electrical and Solar PV,shelectrical@outlook.ie,892132392,,892132392,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
Sean Horan Ltd,shoran@iol.ie,087 684 6597,094 903 0895,087 684 6597,,Both,"Sligo, Donegal, Roscommon, Mayo, Leitrim, Galway, Clare",7,85,Not contacted,,,,
Sean McCarthy Electrical,sdmsparks@gmail.com,863843644,,863843644,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,85,Not contacted,,,,
Sean Tully Electrical Services,seantullyelectrical@hotmail.com,863114519,,863114519,,Both,"Roscommon, Monaghan, Meath, Louth, Longford, Dublin, Leitrim, Cavan",8,85,Not contacted,,,,
Secto Services Limited,martin.brennan@secto.ie,086 385 1812,,086 385 1812,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
Solar Green PV LTD,solargreenpv23@gmail.com,872235655,872600903,872235655,,Both,"Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,85,Not contacted,,,,
Solar Grid Energy Limited,Info@solargrid.ie,+353 85 821 7055,,+353 85 821 7055,,Both,"Wicklow, Westmeath, Wexford, Offaly, Meath, Louth, Longford, Laois, Kilkenny, Kildare, Dublin, Carlow",12,85,Not contacted,,,,
Solar Mode Ltd,info@solarmode.ie,087 838 5411,051 387 036,087 838 5411,,Both,"Wexford, Waterford, Tipperary, Kilkenny, Cork",5,85,Not contacted,,,,
Solar Nexus,janis.mlokits@solarnexus.ie,863662889,,863662889,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
Solar Precision LTD,des.walsh@solarprecision.ie,+353 86 339 7985,,+353 86 339 7985,,Both,"Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow, Wexford",26,85,Not contacted,,,,
Solarise Ltd,joanne@solarise.ie,+353 85 148 0356,+353 1 556 3515,+353 85 148 0356,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,85,Not contacted,,,,
Solarwise Energy Ltd,info@solarwiseenergies.ie,+353 89 214 0026,,+353 89 214 0026,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,85,Not contacted,,,,
Solis Green Energy Ltd,navid@solisgreenenergy.com,+353 87 136 7410,15312030,+353 87 136 7410,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,85,Not contacted,,,,
Solmatix Ltd,info@solmatix.com,2890824000,7901556953,2890824000,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,85,Not contacted,,,,
Sunergy Solar,padraig@sunergysolar.ie,879018671,9355920,879018671,,Both,"Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wexford, Wicklow",26,85,Not contacted,,,,
Sunrea Solar Ltd,info@sunreasolarltd.com,861570459,,861570459,,Both,"Offaly, Mayo, Limerick, Laois, Galway, Roscommon, Clare, Westmeath",8,85,Not contacted,,,,
Sunvolt limited,Gareth@sunvolt.ie,+353 85 273 7333,,+353 85 273 7333,,Both,"Wicklow, Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,85,Not contacted,,,,
T MCNally Electrical Services,DAVYMCNALLY@GMAIL.COM,+353 86 198 3361,,+353 86 198 3361,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
TDE Group,info@tdegroup.ie,085 7023474,,085 7023474,,Both,"Carlow, Cavan, Clare, Cork, Donegal, Dublin, Galway, Kerry, Kildare, Kilkenny, Laois, Leitrim, Limerick, Longford, Louth, Mayo, Meath, Monaghan, Offaly, Roscommon, Sligo, Tipperary, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
Tec FM,roisin@tecfm.ie,059 9168076,059 9168076,,,Both,"Laois, Kilkenny, Kildare, Dublin, Carlow, Waterford",6,85,Not contacted,,,,
Tirconnaill Contracts Ltd,andrewmctaggart@live.ie,863510737,,863510737,,Domestic,"Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wexford, Wicklow",26,85,Not contacted,,,,
Tungsten Engineering Ltd,info@tungstenengineering.com,086 316 7655,,086 316 7655,,Both,"Carlow, Cavan, Clare, Cork, Donegal, Dublin, Galway, Kerry, Kildare, Kilkenny, Laois, Leitrim, Limerick, Longford, Louth, Mayo, Meath, Monaghan, Offaly, Roscommon, Sligo, Tipperary, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
Vercom Electrical T/A Solar Logic,info@solarlogic.ie,085 1139806,01 612 0621,085 1139806,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,85,Not contacted,,,,
Vision Solar,admin@visionsolar.ie,089 494 8324,061 513 045,089 494 8324,,Both,"Cavan, Clare, Cork, Carlow, Donegal, Dublin, Galway, Kerry, Kildare, Kilkenny, Laois, Leitrim, Limerick, Longford, Louth, Mayo, Meath, Monaghan, Offaly, Roscommon, Sligo, Tipperary, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
WattSolar,rpe@wattcharger.com,087 751 6782,,087 751 6782,,Both,"Carlow, Cavan, Clare, Cork, Donegal, Dublin, Galway, Kerry, Kildare, Kilkenny, Laois, Leitrim, Limerick, Longford, Louth, Mayo, Meath, Monaghan, Offaly, Roscommon, Sligo, Tipperary, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
Wattmasters Electrical Ltd,info@wattmasterselectrical.ie,857023510,,857023510,,Both,"Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,85,Not contacted,,,,
WestQuay Energy,info@westquayenergy.com,098 70330,098 70330,,,Both,"Sligo, Mayo, Roscommon, Limerick, Leitrim, Galway",6,85,Not contacted,,,,
Willie Cronly Electrical,williecronlysolar@hotmail.com,863043882,579352719,863043882,,Domestic,"Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wexford, Wicklow",26,85,Not contacted,,,,
Wixted Electrical,wixtedelectrical22@gmail.com,+353 86 395 8694,,+353 86 395 8694,,Both,"Tipperary, Limerick, Laois, Kilkenny, Kildare, Cork, Carlow, Waterford",8,85,Not contacted,,,,
ePower,Solar@ePower.ie,+353 86 034 8035,+353 21 243 0300,+353 86 034 8035,,Both,"Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Wicklow, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,85,Not contacted,,,,
optimum ucl,dcoss@optimumucl.ie,086 8100284,,086 8100284,,Both,"Carlow, Cavan, Clare, Cork, Donegal, Dublin, Galway, Kerry, Kildare, Kilkenny, Laois, Leitrim, Limerick, Longford, Louth, Mayo, Meath, Monaghan, Offaly, Roscommon, Sligo, Tipperary, Waterford, Westmeath, Wexford, Wicklow",26,85,Not contacted,,,,
A Simpson Electrical,tonysimpson111@hotmail.com,868176477,,868176477,,Domestic,Kildare,1,75,Not contacted,,,,
A.C.E Smart Services T/A ACE Electrical,accounts@aceelectrical.ie,087 414 1461,087 612 3769,087 414 1461,,Both,Mayo,1,75,Not contacted,,,,
A.J Smith Electrical,aselectrical2016@gmail.com,086 0717559,,086 0717559,,Domestic,"Meath, Louth",2,75,Not contacted,,,,
A1 Energy Solutions Ltd,info@a1energy.ie,862935333,14734283,862935333,,Both,"Wicklow, Meath, Kildare, Dublin",4,75,Not contacted,,,,
AAA Solar Specialists,dc.20@hotmail.com,086 120 4124,,086 120 4124,,Domestic,Galway,1,75,Not contacted,,,,
Alan Morrison Electrical,amorrisonelectricalservices@outlook.ie,087 6533670,,087 6533670,,Domestic,"Dublin, Louth, Meath",3,75,Not contacted,,,,
Andrew Carroll Electrical Services Ltd,Carrollandgunning@gmail.com,+353 87 827 3613,,+353 87 827 3613,,Domestic,Dublin,1,75,Not contacted,,,,
Bord Gais Energy Ltd,solargrants@bordgais.ie,,,,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,75,Not contacted,,,,
Brian Rossiter Electrical,brianrossiterelectrical@outlook.com,+353 87 147 7671,,+353 87 147 7671,,Both,Kilkenny,1,75,Not contacted,,,,
Byrne Solar Energy Ltd,grants@byrneenergy.ie,085 8305777,,085 8305777,,Both,"Clare, Galway",2,75,Not contacted,,,,
CJP Electrical Ltd T/A Smiths of Wicklow,info@smithswicklow.ie,+353 86 259 6280,,+353 86 259 6280,,Both,"Wicklow, Wexford, Kildare, Dublin",4,75,Not contacted,,,,
COFAB Electrical Ltd,david@cofabelectrical.com,087 348 3391,,087 348 3391,,Both,"Wexford, Waterford, Kilkenny",3,75,Not contacted,,,,
CSR Electrical Ltd,csrelectricalltd@gmail.com,868850220,,868850220,,Domestic,"Galway, Mayo, Roscommon, Sligo",4,75,Not contacted,,,,
Carroll Electrical,carrollelectrical@hotmail.com,876178047,,876178047,,Both,"Clare, Galway, Mayo",3,75,Not contacted,,,,
Cronin Electrical,Emma@croninelectrical.com,086 828 3121,023 884 9233,086 828 3121,,Both,Cork,1,75,Not contacted,,,,
Curragh Construction Ltd,curraghconstruct@gmail.com,+353 93 39602,+353 93 39602,,,Both,Galway,1,75,Not contacted,,,,
Curraghboy Electrical Services Ltd,Curraghboyelectrical@gmail.com,+353 87 062 0329,,+353 87 062 0329,,Domestic,"Waterford, Cork",2,75,Not contacted,,,,
DGS Electrical,dgssolarpv@gmail.com,863447684,,863447684,,Domestic,"Mayo, Galway",2,75,Not contacted,,,,
Drohan Electrical Contracting,Drohanelectrical@gmail.com,087 263 6789,,087 263 6789,,Both,Limerick,1,75,Not contacted,,,,
Dun-Tec Contracting Ltd T/A GO Electrical,info@goelectrical.ie,872583321,,872583321,,Domestic,Dublin,1,75,Not contacted,,,,
Eddie Byrne Electrical Ltd,nedburn67@gmail.com,+353 87 207 5285,,+353 87 207 5285,,Both,"Westmeath, Roscommon, Offaly, Longford",4,75,Not contacted,,,,
Eire Electric,eireelectric@yahoo.com,+353 86 061 7953,,+353 86 061 7953,,Domestic,"Wicklow, Meath, Louth, Dublin",4,75,Not contacted,,,,
Engineering and Maintenance Support Services Ltd,tomas.donoghue@emss2000.com,+353 87 837 8468,,+353 87 837 8468,,Both,"Offaly, Westmeath, Laois",3,75,Not contacted,,,,
Everpower LTD,Info@everpower.ie,+353 1 625 1000,+353 1 625 1000,,,Both,Dublin,1,75,Not contacted,,,,
GCSS Limited,accounts@gcss.ie,863874301,40429184,863874301,,Both,"Wicklow, Wexford, Dublin",3,75,Not contacted,,,,
GENR8 Electric LTD,michael@genr8.ie,868529168,,868529168,,Both,"Monaghan, Meath, Louth, Cavan",4,75,Not contacted,,,,
Gerard Reynolds electrical,gerreynoldspvsolar@gmail.com,864188694,,864188694,,Domestic,"Roscommon, Offaly, Galway, Westmeath",4,75,Not contacted,,,,
Gmac Electrical Ltd,gmac.electrical@gmail.com,+353 87 220 7064,,+353 87 220 7064,,Domestic,"Laois, Kildare, Dublin, Carlow",4,75,Not contacted,,,,
IKB Energy Ltd,andrew.oconnell@f4energy.com,+353 87 415 8935,,+353 87 415 8935,,Both,Limerick,1,75,Not contacted,,,,
JM Energy Saving LTD,grants@jmenergy.ie,026 68004,026 68004,,,Both,"Cork, Kerry, Limerick",3,75,Not contacted,,,,
James Kane Energy Solutions Ltd,dawros@gmail.com,872767518,,872767518,,Domestic,Galway,1,75,Not contacted,,,,
Joe Connolly Electrical Ltd,Joeconnollysolar@gmail.com,878525458,,878525458,,Domestic,"Roscommon, Mayo, Galway",3,75,Not contacted,,,,
KBER,kieran.buckley222@yahoo.com,+353 87 666 4344,,+353 87 666 4344,,Both,Cork,1,75,Not contacted,,,,
KEW Distributors LTD T/A Kierans Electrical,electricsonline@gmail.com,087 257 0067,,087 257 0067,,Both,"Meath, Louth, Dublin, Cavan",4,75,Not contacted,,,,
KTC Electrical,accounts@ktcelectrical.com,877543064,,877543064,,Both,"Galway, Mayo, Roscommon, Sligo",4,75,Not contacted,,,,
Karl Herron Electrical,karlherronelectrical@outlook.com,+353 86 852 5138,,+353 86 852 5138,,Domestic,"Waterford, Kerry, Cork",3,75,Not contacted,,,,
Keltic,accounts@keltic.ie,667181516,667181516,,,Both,"Limerick, Kerry, Cork, Clare",4,75,Not contacted,,,,
Kode engineering and contracting services LTD,Kieranodon@hotmail.com,087 227 2955,,087 227 2955,,Both,Kerry,1,75,Not contacted,,,,
Lisavaird Co-Operative Creamery Limited,denismc@lisavairdco-op.ie,087 261 5636,,087 261 5636,,Both,Cork,1,75,Not contacted,,,,
Manning and Buckley Electrical Limited,mark@mab.ie,+353 86 616 5087,+353 1 611 9682,+353 86 616 5087,,Both,"Dublin, Kildare, Westmeath",3,75,Not contacted,,,,
Martin Diver Electrical LTD,dannymartindiver@gmail.com,873542969,,873542969,,Domestic,Donegal,1,75,Not contacted,,,,
McCaffrey Mechanical Services Ltd,alan@mccaffreymechanical.ie,+353 89 512 5525,,+353 89 512 5525,,Domestic,Donegal,1,75,Not contacted,,,,
Metris Contractor Services Ltd,richardliston79@gmail.com,+353 85 105 4110,+353 65 671 2612,+353 85 105 4110,,Domestic,"Limerick, Cork, Clare, Tipperary",4,75,Not contacted,,,,
Michael O'Connell Electrical Services Ltd,info@oconnellelectrical.com,872541434,667126618,872541434,,Both,"Limerick, Kerry, Cork",3,75,Not contacted,,,,
Mullaney Electrical,mullaney.vincent@yahoo.com,876542408,,876542408,,Both,"Galway, Roscommon",2,75,Not contacted,,,,
P.M Electrical Works LTD,pmboher@gmail.com,087 670 3448,,087 670 3448,,Both,"Limerick, Kerry, Cork, Tipperary",4,75,Not contacted,,,,
Paul Gallagher,pologallachoir@yahoo.com,087 263 2868,,087 263 2868,,Both,Donegal,1,75,Not contacted,,,,
Positive Electrical,evelyn@positiveelectrical.ie,087 202 3794,,087 202 3794,,Both,"Limerick, Cork, Clare",3,75,Not contacted,,,,
